,0,1,2
12291,R-HSA-171319,Telomere Extension By Telomerase,Homo sapiens
12292,R-HSA-157579,Telomere Maintenance,Homo sapiens
12293,R-HSA-166665,Terminal pathway of complement,Homo sapiens
12294,R-HSA-977068,Termination of O-glycan biosynthesis,Homo sapiens
12295,R-HSA-5656169,Termination of translesion DNA synthesis,Homo sapiens
12296,R-HSA-1474151,"Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation",Homo sapiens
12297,R-HSA-844615,The AIM2 inflammasome,Homo sapiens
12298,R-HSA-844623,The IPAF inflammasome,Homo sapiens
12299,R-HSA-844455,The NLRP1 inflammasome,Homo sapiens
12300,R-HSA-844456,The NLRP3 inflammasome,Homo sapiens
12301,R-HSA-1663150,The activation of arylsulfatases,Homo sapiens
12302,R-HSA-2453902,The canonical retinoid cycle in rods (twilight vision),Homo sapiens
12303,R-HSA-1428517,The citric acid (TCA) cycle and respiratory electron transport,Homo sapiens
12304,R-HSA-167826,The fatty acid cycling model,Homo sapiens
12305,R-HSA-2514856,The phototransduction cascade,Homo sapiens
12306,R-HSA-167827,The proton buffering model,Homo sapiens
12307,R-HSA-2187335,The retinoid cycle in cones (daylight vision),Homo sapiens
12308,R-HSA-8852276,The role of GTSE1 in G2/M progression after G2 checkpoint,Homo sapiens
12309,R-HSA-164952,The role of Nef in HIV-1 replication and disease pathogenesis,Homo sapiens
12310,R-HSA-8849175,Threonine catabolism,Homo sapiens
12311,R-HSA-456926,Thrombin signalling through proteinase activated receptors (PARs),Homo sapiens
12312,R-HSA-428930,Thromboxane signalling through TP receptor,Homo sapiens
12313,R-HSA-209968,Thyroxine biosynthesis,Homo sapiens
12314,R-HSA-210993,Tie2 Signaling,Homo sapiens
12315,R-HSA-420029,Tight junction interactions,Homo sapiens
12316,R-HSA-1222538,Tolerance by Mtb to nitric oxide produced by macrophages,Homo sapiens
12317,R-HSA-1222387,Tolerance of reactive oxygen produced by macrophages,Homo sapiens
12318,R-HSA-168142,Toll Like Receptor 10 (TLR10) Cascade,Homo sapiens
12319,R-HSA-181438,Toll Like Receptor 2 (TLR2) Cascade,Homo sapiens
12320,R-HSA-168164,Toll Like Receptor 3 (TLR3) Cascade,Homo sapiens
12321,R-HSA-166016,Toll Like Receptor 4 (TLR4) Cascade,Homo sapiens
12322,R-HSA-168176,Toll Like Receptor 5 (TLR5) Cascade,Homo sapiens
12323,R-HSA-168181,Toll Like Receptor 7/8 (TLR7/8) Cascade,Homo sapiens
12324,R-HSA-168138,Toll Like Receptor 9 (TLR9) Cascade,Homo sapiens
12325,R-HSA-168179,Toll Like Receptor TLR1:TLR2 Cascade,Homo sapiens
12326,R-HSA-168188,Toll Like Receptor TLR6:TLR2 Cascade,Homo sapiens
12327,R-HSA-168898,Toll-like Receptor Cascades,Homo sapiens
12328,R-HSA-5250968,Toxicity of botulinum toxin type A (BoNT/A),Homo sapiens
12329,R-HSA-5250958,Toxicity of botulinum toxin type B (BoNT/B),Homo sapiens
12330,R-HSA-5250971,Toxicity of botulinum toxin type C (BoNT/C),Homo sapiens
12331,R-HSA-5250955,Toxicity of botulinum toxin type D (BoNT/D),Homo sapiens
12332,R-HSA-5250992,Toxicity of botulinum toxin type E (BoNT/E),Homo sapiens
12333,R-HSA-5250981,Toxicity of botulinum toxin type F (BoNT/F),Homo sapiens
12334,R-HSA-5250989,Toxicity of botulinum toxin type G (BoNT/G),Homo sapiens
12335,R-HSA-5250982,Toxicity of tetanus toxin (TeNT),Homo sapiens
12336,R-HSA-1679131,Trafficking and processing of endosomal TLR,Homo sapiens
12337,R-HSA-399719,Trafficking of AMPA receptors,Homo sapiens
12338,R-HSA-416993,Trafficking of GluR2-containing AMPA receptors,Homo sapiens
12339,R-HSA-5624138,Trafficking of myristoylated proteins to the cilium,Homo sapiens
12340,R-HSA-75944,Transcription from mitochondrial promoters,Homo sapiens
12341,R-HSA-1362277,Transcription of E2F targets under negative control by DREAM complex,Homo sapiens
12342,R-HSA-1362300,Transcription of E2F targets under negative control by p107 (RBL1) and p130 (RBL2) in complex with HDAC1,Homo sapiens
12343,R-HSA-167172,Transcription of the HIV genome,Homo sapiens
12344,R-HSA-6781827,Transcription-Coupled Nucleotide Excision Repair (TC-NER),Homo sapiens
12345,R-HSA-69895,Transcriptional  activation of  cell cycle inhibitor p21 ,Homo sapiens
12346,R-HSA-8953750,Transcriptional Regulation by E2F6,Homo sapiens
12347,R-HSA-8986944,Transcriptional Regulation by MECP2,Homo sapiens
12348,R-HSA-3700989,Transcriptional Regulation by TP53,Homo sapiens
12349,R-HSA-8853884,Transcriptional Regulation by VENTX,Homo sapiens
12350,R-HSA-2151201,Transcriptional activation of mitochondrial biogenesis,Homo sapiens
12351,R-HSA-69560,Transcriptional activation of p53 responsive genes  ,Homo sapiens
12352,R-HSA-2173793,Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer,Homo sapiens
12353,R-HSA-8878171,Transcriptional regulation by RUNX1,Homo sapiens
12354,R-HSA-8878166,Transcriptional regulation by RUNX2,Homo sapiens
12355,R-HSA-8878159,Transcriptional regulation by RUNX3,Homo sapiens
12356,R-HSA-5578749,Transcriptional regulation by small RNAs,Homo sapiens
12357,R-HSA-8864260,Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors,Homo sapiens
12358,R-HSA-9616222,Transcriptional regulation of granulopoiesis,Homo sapiens
12359,R-HSA-452723,Transcriptional regulation of pluripotent stem cells,Homo sapiens
12360,R-HSA-381340,Transcriptional regulation of white adipocyte differentiation,Homo sapiens
12361,R-HSA-166020,Transfer of LPS from LBP carrier to CD14,Homo sapiens
12362,R-HSA-917977,Transferrin endocytosis and recycling,Homo sapiens
12363,R-HSA-72766,Translation,Homo sapiens
12364,R-HSA-72649,Translation initiation complex formation,Homo sapiens
12365,R-HSA-110320,Translesion Synthesis by POLH,Homo sapiens
12366,R-HSA-5656121,Translesion synthesis by POLI,Homo sapiens
12367,R-HSA-5655862,Translesion synthesis by POLK,Homo sapiens
12368,R-HSA-110312,Translesion synthesis by REV1,Homo sapiens
12369,R-HSA-110313,Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template,Homo sapiens
12370,R-HSA-1445148,Translocation of SLC2A4 (GLUT4) to the plasma membrane,Homo sapiens
12371,R-HSA-202430,Translocation of ZAP-70 to Immunological synapse,Homo sapiens
12372,R-HSA-112315,Transmission across Chemical Synapses,Homo sapiens
12373,R-HSA-112307,Transmission across Electrical Synapses ,Homo sapiens
12374,R-HSA-174362,Transport and synthesis of PAPS,Homo sapiens
12375,R-HSA-168874,"Transport of HA trimer, NA tetramer and M2 tetramer from the endoplasmic reticulum to the Golgi Apparatus",Homo sapiens
12376,R-HSA-72202,Transport of Mature Transcript to Cytoplasm,Homo sapiens
12377,R-HSA-159231,Transport of Mature mRNA Derived from an Intronless Transcript,Homo sapiens
12378,R-HSA-159236,Transport of Mature mRNA derived from an Intron-Containing Transcript,Homo sapiens
12379,R-HSA-159234,Transport of Mature mRNAs Derived from Intronless Transcripts,Homo sapiens
12380,R-HSA-168271,Transport of Ribonucleoproteins into the Host Nucleus,Homo sapiens
12381,R-HSA-425366,"Transport of bile salts and organic acids, metal ions and amine compounds",Homo sapiens
12382,R-HSA-190827,Transport of connexins along the secretory pathway,Homo sapiens
12383,R-HSA-190872,Transport of connexons to the plasma membrane,Homo sapiens
12384,R-HSA-804914,Transport of fatty acids,Homo sapiens
12385,R-HSA-159763,Transport of gamma-carboxylated protein precursors from the endoplasmic reticulum to the Golgi apparatus,Homo sapiens
12386,R-HSA-432030,Transport of glycerol from adipocytes to the liver by Aquaporins,Homo sapiens
12387,R-HSA-425393,Transport of inorganic cations/anions and amino acids/oligopeptides,Homo sapiens
12388,R-HSA-83936,Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane,Homo sapiens
12389,R-HSA-727802,Transport of nucleotide sugars,Homo sapiens
12390,R-HSA-879518,Transport of organic anions,Homo sapiens
12391,R-HSA-382551,Transport of small molecules,Homo sapiens
12392,R-HSA-159230,Transport of the SLBP Dependant Mature mRNA,Homo sapiens
12393,R-HSA-159227,Transport of the SLBP independent Mature mRNA,Homo sapiens
12394,R-HSA-425397,"Transport of vitamins, nucleosides, and related molecules",Homo sapiens
12395,R-HSA-948021,Transport to the Golgi and subsequent modification,Homo sapiens
12396,R-HSA-75109,Triglyceride biosynthesis,Homo sapiens
12397,R-HSA-163560,Triglyceride catabolism,Homo sapiens
12398,R-HSA-8979227,Triglyceride metabolism,Homo sapiens
12399,R-HSA-450513,"Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA",Homo sapiens
12400,R-HSA-5467348,Truncations of AMER1 destabilize the destruction complex,Homo sapiens
12401,R-HSA-71240,Tryptophan catabolism,Homo sapiens
12402,R-HSA-446107,Type I hemidesmosome assembly,Homo sapiens
12403,R-HSA-427589,Type II Na+/Pi cotransporters,Homo sapiens
12404,R-HSA-8963684,Tyrosine catabolism,Homo sapiens
12405,R-HSA-5689603,UCH proteinases,Homo sapiens
12406,R-HSA-5602415,UNC93B1 deficiency - HSE,Homo sapiens
12407,R-HSA-5689880,Ub-specific processing proteases,Homo sapiens
12408,R-HSA-2142789,Ubiquinol biosynthesis,Homo sapiens
12409,R-HSA-69601,Ubiquitin Mediated Degradation of Phosphorylated Cdc25A,Homo sapiens
12410,R-HSA-75815,Ubiquitin-dependent degradation of Cyclin D,Homo sapiens
12411,R-HSA-438066,"Unblocking of NMDA receptors, glutamate binding and activation",Homo sapiens
12412,R-HSA-162585,Uncoating of the HIV Virion,Homo sapiens
12413,R-HSA-168336,Uncoating of the Influenza Virion,Homo sapiens
12414,R-HSA-381119,Unfolded Protein Response (UPR),Homo sapiens
12415,R-HSA-176974,Unwinding of DNA,Homo sapiens
12416,R-HSA-5339562,Uptake and actions of bacterial toxins,Homo sapiens
12417,R-HSA-5210891,Uptake and function of anthrax toxins,Homo sapiens
12418,R-HSA-5336415,Uptake and function of diphtheria toxin,Homo sapiens
12419,R-HSA-70635,Urea cycle,Homo sapiens
12420,R-HSA-77108,Utilization of Ketone Bodies,Homo sapiens
12421,R-HSA-195399,VEGF binds to VEGFR leading to receptor dimerization,Homo sapiens
12422,R-HSA-194313,VEGF ligand-receptor interactions,Homo sapiens
12423,R-HSA-4420097,VEGFA-VEGFR2 Pathway,Homo sapiens
12424,R-HSA-5218921,VEGFR2 mediated cell proliferation,Homo sapiens
12425,R-HSA-5218920,VEGFR2 mediated vascular permeability,Homo sapiens
12426,R-HSA-8866423,VLDL assembly,Homo sapiens
12427,R-HSA-8964046,VLDL clearance,Homo sapiens
12428,R-HSA-8866427,VLDLR internalisation and degradation,Homo sapiens
12429,R-HSA-5619094,Variant SLC6A14 may confer susceptibility towards obesity,Homo sapiens
12430,R-HSA-5619101,Variant SLC6A20 contributes towards hyperglycinuria (HG) and iminoglycinuria (IG),Homo sapiens
12431,R-HSA-5660686,Variant SLC6A20 contributes towards hyperglycinuria (HG) and iminoglycinuria (IG),Homo sapiens
12432,R-HSA-432040,Vasopressin regulates renal water homeostasis via Aquaporins,Homo sapiens
12433,R-HSA-388479,Vasopressin-like receptors,Homo sapiens
12434,R-HSA-5653656,Vesicle-mediated transport,Homo sapiens
12435,R-HSA-180585,Vif-mediated degradation of APOBEC3G,Homo sapiens
12436,R-HSA-168325,Viral Messenger RNA Synthesis,Homo sapiens
12437,R-HSA-168330,Viral RNP Complexes in the Host Cell Nucleus,Homo sapiens
12438,R-HSA-192823,Viral mRNA Translation,Homo sapiens
12439,R-HSA-168268,Virus Assembly and Release,Homo sapiens
12440,R-HSA-2187338,Visual phototransduction,Homo sapiens
12441,R-HSA-196819,Vitamin B1 (thiamin) metabolism,Homo sapiens
12442,R-HSA-196843,Vitamin B2 (riboflavin) metabolism,Homo sapiens
12443,R-HSA-199220,Vitamin B5 (pantothenate) metabolism,Homo sapiens
12444,R-HSA-196836,Vitamin C (ascorbate) metabolism,Homo sapiens
12445,R-HSA-196791,Vitamin D (calciferol) metabolism,Homo sapiens
12446,R-HSA-8877627,Vitamin E,Homo sapiens
12447,R-HSA-211916,Vitamins,Homo sapiens
12448,R-HSA-964975,Vitamins B6 activation to pyridoxal phosphate,Homo sapiens
12449,R-HSA-1296072,Voltage gated Potassium channels,Homo sapiens
12450,R-HSA-180897,Vpr-mediated induction of apoptosis by mitochondrial outer membrane permeabilization,Homo sapiens
12451,R-HSA-180910,Vpr-mediated nuclear import of PICs,Homo sapiens
12452,R-HSA-180534,Vpu mediated degradation of CD4,Homo sapiens
12453,R-HSA-5620916,VxPx cargo-targeting to cilium,Homo sapiens
12454,R-HSA-3238698,WNT ligand biogenesis and trafficking,Homo sapiens
12455,R-HSA-5340573,WNT ligand secretion is abrogated by the PORCN inhibitor LGK974,Homo sapiens
12456,R-HSA-201688,WNT mediated activation of DVL,Homo sapiens
12457,R-HSA-9673324,WNT5:FZD7-mediated leishmania damping,Homo sapiens
12458,R-HSA-5140745,"WNT5A-dependent internalization of FZD2, FZD5 and ROR2",Homo sapiens
12459,R-HSA-5099900,WNT5A-dependent internalization of FZD4,Homo sapiens
12460,R-HSA-8848584,Wax and plasmalogen biosynthesis,Homo sapiens
12461,R-HSA-9640463,Wax biosynthesis,Homo sapiens
12462,R-HSA-5545619,"XAV939 inhibits tankyrase, stabilizing AXIN",Homo sapiens
12463,R-HSA-381038,XBP1(S) activates chaperone genes,Homo sapiens
12464,R-HSA-211981,Xenobiotics,Homo sapiens
12465,R-HSA-2032785,YAP1- and WWTR1 (TAZ)-stimulated gene expression,Homo sapiens
12466,R-HSA-1606322,ZBP1(DAI) mediated induction of type I IFNs,Homo sapiens
12467,R-HSA-435368,Zinc efflux and compartmentalization by the SLC30 family,Homo sapiens
12468,R-HSA-442380,Zinc influx into cells by the SLC39 gene family,Homo sapiens
12469,R-HSA-435354,Zinc transporters,Homo sapiens
12470,R-HSA-450302,activated TAK1 mediates p38 MAPK activation,Homo sapiens
12471,R-HSA-2046104,alpha-linolenic (omega3) and linoleic (omega6) acid metabolism,Homo sapiens
12472,R-HSA-2046106,alpha-linolenic acid (ALA) metabolism,Homo sapiens
12473,R-HSA-1307965,betaKlotho-mediated ligand binding,Homo sapiens
12474,R-HSA-418457,cGMP effects,Homo sapiens
12475,R-HSA-192869,cRNA Synthesis,Homo sapiens
12476,R-HSA-203615,eNOS activation,Homo sapiens
12477,R-HSA-72187,mRNA 3'-end processing,Homo sapiens
12478,R-HSA-72086,mRNA Capping,Homo sapiens
12479,R-HSA-75072,mRNA Editing,Homo sapiens
12480,R-HSA-75064,mRNA Editing: A to I Conversion,Homo sapiens
12481,R-HSA-72200,mRNA Editing: C to U Conversion,Homo sapiens
12482,R-HSA-72172,mRNA Splicing,Homo sapiens
12483,R-HSA-72163,mRNA Splicing - Major Pathway,Homo sapiens
12484,R-HSA-72165,mRNA Splicing - Minor Pathway,Homo sapiens
12485,R-HSA-429958,mRNA decay by 3' to 5' exoribonuclease,Homo sapiens
12486,R-HSA-430039,mRNA decay by 5' to 3' exoribonuclease,Homo sapiens
12487,R-HSA-165159,mTOR signalling,Homo sapiens
12488,R-HSA-166208,mTORC1-mediated signalling,Homo sapiens
12489,R-HSA-77286,mitochondrial fatty acid beta-oxidation of saturated fatty acids,Homo sapiens
12490,R-HSA-77288,mitochondrial fatty acid beta-oxidation of unsaturated fatty acids,Homo sapiens
12491,R-HSA-372708,p130Cas linkage to MAPK signaling for integrins,Homo sapiens
12492,R-HSA-171007,p38MAPK events,Homo sapiens
12493,R-HSA-69563,p53-Dependent G1 DNA Damage Response,Homo sapiens
12494,R-HSA-69580,p53-Dependent G1/S DNA damage checkpoint,Homo sapiens
12495,R-HSA-69610,p53-Independent DNA Damage Response,Homo sapiens
12496,R-HSA-69613,p53-Independent G1/S DNA damage checkpoint,Homo sapiens
12497,R-HSA-193704,p75 NTR receptor-mediated signalling,Homo sapiens
12498,R-HSA-193670,p75NTR negatively regulates cell cycle via SC1,Homo sapiens
12499,R-HSA-209543,p75NTR recruits signalling complexes,Homo sapiens
12500,R-HSA-193697,p75NTR regulates axonogenesis,Homo sapiens
12501,R-HSA-193639,p75NTR signals via NF-kB,Homo sapiens
12502,R-HSA-111995,phospho-PLA2 pathway,Homo sapiens
12503,R-HSA-4839743,phosphorylation site mutants of CTNNB1 are not targeted to the proteasome by the destruction complex,Homo sapiens
12504,R-HSA-6793080,rRNA modification in the mitochondrion,Homo sapiens
12505,R-HSA-6790901,rRNA modification in the nucleus and cytosol,Homo sapiens
12506,R-HSA-72312,rRNA processing,Homo sapiens
12507,R-HSA-8868766,rRNA processing in the mitochondrion,Homo sapiens
12508,R-HSA-8868773,rRNA processing in the nucleus and cytosol,Homo sapiens
12509,R-HSA-191859,snRNP Assembly,Homo sapiens
12510,R-HSA-2033515,t(4;14) translocations of FGFR3,Homo sapiens
12511,R-HSA-379724,tRNA Aminoacylation,Homo sapiens
12512,R-HSA-6787450,tRNA modification in the mitochondrion,Homo sapiens
12513,R-HSA-6782315,tRNA modification in the nucleus and cytosol,Homo sapiens
12514,R-HSA-72306,tRNA processing,Homo sapiens
12515,R-HSA-6785470,tRNA processing in the mitochondrion,Homo sapiens
12516,R-HSA-6784531,tRNA processing in the nucleus,Homo sapiens
12517,R-HSA-199992,trans-Golgi Network Vesicle Budding,Homo sapiens
12518,R-HSA-4839744,truncated APC mutants destabilize the destruction complex,Homo sapiens
12519,R-HSA-192814,vRNA Synthesis,Homo sapiens
12520,R-HSA-192905,vRNP Assembly,Homo sapiens
